City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,conduaga,8.862,117.4893,25.07,78,99,1.73,PH,2024-02-01
288,rio grande,-32.035,-52.0986,29.06,70,0,5.95,BR,2024-02-01
289,cromwell,41.5951,-72.6454,6.63,76,100,2.06,US,2024-02-01
290,mahdia,35.5047,11.0622,14.97,68,80,3.46,TN,2024-02-01
291,hasaki,35.7333,140.8333,3.22,61,100,8.18,JP,2024-02-01
292,greymouth,-42.4667,171.2,15.98,97,100,10.58,NZ,2024-02-01
293,hirara,24.8,125.2833,17.92,94,20,1.03,JP,2024-02-01
294,duong dong,10.2167,103.9667,23.0,94,20,0.0,VN,2024-02-01
295,grand falls-windsor,48.9332,-55.6649,-4.16,90,100,0.45,CA,2024-02-01
296,nouadhibou,20.931,-17.0347,23.99,35,0,4.12,MR,2024-02-01
297,arraial do cabo,-22.9661,-42.0278,26.98,78,75,4.63,BR,2024-02-01
298,port macquarie,-31.4333,152.9167,21.61,85,3,2.22,AU,2024-02-01
299,loch garman,52.3342,-6.4575,9.51,100,99,1.79,IE,2024-02-01
300,dali,25.7,100.1833,3.64,86,1,2.29,CN,2024-02-01
301,brwinow,52.1427,20.717,5.48,73,40,10.8,PL,2024-02-01
302,luderitz,-26.6481,15.1594,21.13,80,44,6.28,NA,2024-02-01
303,porto recanati,43.4365,13.6613,9.06,39,100,2.48,IT,2024-02-01
304,suicheng,33.8963,117.9331,-5.73,84,82,4.1,CN,2024-02-01
305,pangai,-19.8,-174.35,26.71,87,100,6.84,TO,2024-02-01
306,sao jose da coroa grande,-8.8978,-35.1478,27.28,76,40,4.7,BR,2024-02-01
307,inirida,3.8653,-67.9239,32.72,53,100,1.16,CO,2024-02-01
308,chonchi,-42.6128,-73.8092,24.64,56,99,1.77,CL,2024-02-01
309,meadow lakes,61.6247,-149.6011,-14.82,78,0,0.0,US,2024-02-01
310,srandakan,-7.9386,110.2506,25.36,89,100,4.96,ID,2024-02-01
311,zaozersk,69.4005,32.4476,-1.52,91,100,8.68,RU,2024-02-01
312,ancud,-41.8697,-73.8203,18.21,79,100,3.29,CL,2024-02-01
313,castillos,-34.1667,-53.8333,27.32,50,0,4.32,UY,2024-02-01
314,toamasina,-18.1667,49.3833,26.0,89,20,1.03,MG,2024-02-01
315,el nido,11.1858,119.3956,25.96,78,12,3.64,PH,2024-02-01
316,silopi,37.2497,42.4694,5.65,59,9,2.72,TR,2024-02-01
317,sosnovo-ozerskoye,52.5249,111.5418,-34.92,100,80,0.31,RU,2024-02-01
318,khandyga,62.6667,135.6,-40.76,100,98,1.27,RU,2024-02-01
319,dudinka,69.4058,86.1778,-15.21,91,100,11.05,RU,2024-02-01
320,megion,61.0296,76.1136,-16.99,100,92,2.41,RU,2024-02-01
321,kolonia town,6.964,158.206,28.0,83,75,6.17,FM,2024-02-01
322,sedan,49.6667,5.0,3.38,88,99,0.88,FR,2024-02-01
323,motygino,58.1831,94.7592,-28.45,99,23,1.79,RU,2024-02-01
324,kwang binh,17.4833,106.6,21.25,95,7,1.47,VN,2024-02-01
325,dryden,49.7833,-92.7503,-3.84,74,0,3.09,CA,2024-02-01
326,salaverry,-8.2333,-78.9667,25.21,86,100,3.53,PE,2024-02-01
327,bin yauri,10.7823,4.8114,29.0,16,56,3.63,NG,2024-02-01
328,vitry-le-francois,48.7333,4.5833,7.23,90,93,1.85,FR,2024-02-01
329,princeville,45.7668,-61.2985,1.06,86,100,0.0,CA,2024-02-01
330,walvis bay,-22.9575,14.5053,19.53,88,32,1.54,NA,2024-02-01
331,qui nhon,13.7667,109.2333,20.74,90,56,1.7,VN,2024-02-01
332,callao,-12.0667,-77.15,28.16,61,0,5.66,PE,2024-02-01
333,sigli,5.3848,95.9609,25.7,86,63,1.25,ID,2024-02-01
334,zaragoza,41.6561,-0.8773,11.25,73,0,9.77,ES,2024-02-01
335,hithadhoo,-0.6,73.0833,27.94,74,59,4.55,MV,2024-02-01
336,lakatoro,-16.0999,167.4164,28.55,75,9,1.56,VU,2024-02-01
337,tosontsengel,48.7567,98.2839,-30.27,97,55,0.12,MN,2024-02-01
338,ulladulla,-35.35,150.4667,18.76,85,99,1.86,AU,2024-02-01
339,sakata,38.9167,139.855,0.7,69,100,5.97,JP,2024-02-01
340,kimbe,-5.5502,150.1429,24.78,97,100,0.52,PG,2024-02-01
341,kitimat,54.0524,-128.6534,6.21,64,77,1.84,CA,2024-02-01
342,port hedland,-20.3167,118.5667,28.03,89,100,3.09,AU,2024-02-01
343,kigoma,-4.8769,29.6267,21.33,83,75,1.54,TZ,2024-02-01
344,presidente epitacio,-21.7633,-52.1156,35.31,27,40,1.91,BR,2024-02-01
345,wewak,-3.5534,143.6268,25.99,86,100,3.45,PG,2024-02-01
346,vilyuysk,63.7553,121.6247,-32.78,100,100,1.79,RU,2024-02-01
347,mahina,-17.5065,-149.489,30.87,62,0,7.2,PF,2024-02-01
348,lata,40.1629,-8.3327,12.26,81,13,1.6,PT,2024-02-01
349,guanare,9.0418,-69.7421,35.45,36,100,1.42,VE,2024-02-01
350,borrazopolis,-23.9411,-51.5875,26.3,58,29,2.38,BR,2024-02-01
351,san juan pueblo,15.5833,-87.2333,25.42,92,100,0.52,HN,2024-02-01
352,benghazi,32.1167,20.0667,14.56,55,86,6.28,LY,2024-02-01
353,alofi,-19.0595,-169.9187,25.12,92,100,6.32,NU,2024-02-01
354,khorixas,-20.3667,14.9667,23.57,72,100,4.9,NA,2024-02-01
355,lisakovsk,52.5369,62.4936,-18.96,100,100,2.77,KZ,2024-02-01
356,shimoda,34.6667,138.95,4.5,67,79,6.11,JP,2024-02-01
357,bukama,-9.2,25.85,21.34,96,100,0.77,CD,2024-02-01
358,bodaybo,57.8506,114.1933,-27.56,98,100,0.65,RU,2024-02-01
359,kununurra,-15.7667,128.7333,26.99,100,53,1.54,AU,2024-02-01
360,debre birhan,9.6833,39.5333,12.3,76,92,1.79,ET,2024-02-01
361,rawson,-43.3002,-65.1023,29.15,33,65,7.16,AR,2024-02-01
362,achit,56.7985,57.8994,-18.61,100,100,1.5,RU,2024-02-01
363,clovis,36.8252,-119.7029,14.94,76,75,4.12,US,2024-02-01
364,zouerate,22.7187,-12.4521,19.37,15,20,4.06,MR,2024-02-01
365,toropets,56.4978,31.6353,-0.77,94,100,4.73,RU,2024-02-01
366,port isabel,26.0734,-97.2086,25.03,68,20,8.23,US,2024-02-01
367,ngaruawahia,-37.6674,175.1555,21.34,84,98,4.02,NZ,2024-02-01
368,happy valley-goose bay,53.3168,-60.3315,-15.83,39,20,4.12,CA,2024-02-01
369,chos malal,-37.3781,-70.2709,35.39,10,1,1.24,AR,2024-02-01
370,oum hadjer,13.2954,19.6966,22.21,17,2,6.17,TD,2024-02-01
371,yakeshi,49.2833,120.7333,-38.39,99,35,1.09,CN,2024-02-01
372,saint-francois,46.4154,3.9054,8.69,100,100,1.03,FR,2024-02-01
373,yabelo,4.8833,38.0833,18.74,37,100,5.61,ET,2024-02-01
374,dalandzadgad,43.5708,104.425,-15.3,88,18,0.43,MN,2024-02-01
375,uray,60.1247,64.7758,-15.07,99,96,3.58,RU,2024-02-01
376,fort bragg,35.139,-79.006,14.91,51,0,3.09,US,2024-02-01
377,leava,-14.3,-178.1667,27.4,84,100,4.24,WF,2024-02-01
378,port blair,11.6667,92.75,27.02,83,20,0.51,IN,2024-02-01
379,gualeguay,-33.1416,-59.3097,39.85,14,1,5.41,AR,2024-02-01
380,laguna,38.421,-121.4238,15.68,73,40,3.09,US,2024-02-01
381,zenica,44.2014,17.9064,5.36,70,100,1.57,BA,2024-02-01
382,dunedin,-45.8742,170.5036,13.78,83,100,4.26,NZ,2024-02-01
383,gressier,18.55,-72.5167,28.22,73,81,4.19,HT,2024-02-01
384,jiayuguan,39.8167,98.3,-9.61,59,100,2.63,CN,2024-02-01
385,porto novo,6.4965,2.6036,28.9,84,69,2.6,BJ,2024-02-01
386,sona,45.4388,10.8255,6.29,87,76,1.54,IT,2024-02-01
387,pizarro,4.9533,-77.366,28.81,75,100,3.23,CO,2024-02-01
388,quiruvilca,-7.9667,-78.2,6.72,90,100,1.65,PE,2024-02-01
389,minab,27.1467,57.0801,19.66,69,63,1.86,IR,2024-02-01
390,wenxing,28.6667,112.8833,0.62,90,100,5.06,CN,2024-02-01
391,kerikeri,-35.2268,173.9474,20.51,90,75,0.45,NZ,2024-02-01
392,fukuecho,32.6881,128.8419,11.68,78,100,10.67,JP,2024-02-01
393,rio de teapa,17.7875,-92.8958,24.97,70,56,2.01,MX,2024-02-01
394,bengkulu,-3.8004,102.2655,24.6,89,100,1.62,ID,2024-02-01
395,trenggalek,-8.05,111.7167,24.88,91,100,1.17,ID,2024-02-01
396,banamba,13.55,-7.45,25.32,16,99,3.87,ML,2024-02-01
397,kanata,45.3159,-75.8985,3.32,88,100,4.63,CA,2024-02-01
398,meridianville,34.8515,-86.5722,14.46,49,0,0.0,US,2024-02-01
399,menaka,15.9182,2.4022,22.53,15,72,6.03,ML,2024-02-01
400,alo,7.4178,6.7371,29.52,22,52,0.91,NG,2024-02-01
401,bridgewater,44.3835,-64.5155,1.49,92,100,1.03,CA,2024-02-01
402,tambura,5.6,27.4667,23.46,22,51,2.14,SS,2024-02-01
403,trincomalee,8.5711,81.2335,26.8,81,81,2.86,LK,2024-02-01
404,sur,22.5667,59.5289,24.49,68,64,7.74,OM,2024-02-01
405,zeya,53.75,127.2667,-26.95,94,75,1.9,RU,2024-02-01
406,manokwari,-0.8667,134.0833,25.57,82,100,1.96,ID,2024-02-01
407,vorgashor,67.5833,63.95,-6.54,78,100,6.37,RU,2024-02-01
408,nova vicosa,-17.8919,-39.3719,25.85,76,38,4.74,BR,2024-02-01
409,chegdomyn,51.1167,133.0167,-35.25,100,88,0.79,RU,2024-02-01
410,aoji,42.5206,130.3953,-10.87,52,75,1.66,KP,2024-02-01
411,myeik,12.4333,98.6,24.23,84,1,1.46,MM,2024-02-01
412,severo-yeniseyskiy,60.3725,93.0408,-26.9,99,23,1.79,RU,2024-02-01
413,tripoli,32.8752,13.1875,13.2,64,1,2.06,LY,2024-02-01
414,simanggang,1.2472,111.4528,25.01,94,100,0.0,MY,2024-02-01
415,koulamoutou,-1.1303,12.4736,24.64,79,98,0.29,GA,2024-02-01
416,kailua-kona,19.6406,-155.9956,27.38,68,100,4.12,US,2024-02-01
417,vadso,70.0744,29.7487,0.49,93,100,7.72,NO,2024-02-01
418,melfi,40.9965,15.6514,4.16,87,100,1.83,IT,2024-02-01
419,buy,58.4786,41.53,-0.46,96,100,3.67,RU,2024-02-01
420,antsiranana,-12.2787,49.2917,24.93,87,49,1.45,MG,2024-02-01
421,khromtau,50.2503,58.4347,-12.26,94,67,4.41,KZ,2024-02-01
422,nadym,65.5333,72.5167,-11.64,90,100,8.15,RU,2024-02-01
423,zelenoborskiy,66.845,32.3622,-3.35,85,90,6.48,RU,2024-02-01
424,chibougamau,49.9168,-74.3659,-4.21,93,100,4.63,CA,2024-02-01
425,rostovka,55.3842,71.8891,-19.38,100,94,1.88,RU,2024-02-01
426,puerto baquerizo moreno,-0.9,-89.6,28.55,79,75,2.57,EC,2024-02-01
427,neon karlovasion,37.7903,26.7044,11.62,65,1,4.3,GR,2024-02-01
428,altamira,-3.2033,-52.2064,31.05,79,40,0.0,BR,2024-02-01
429,male,4.1748,73.5089,27.97,89,40,0.51,MV,2024-02-01
430,xiaoweizhai,26.1903,107.5125,7.04,97,100,1.64,CN,2024-02-01
431,bialong,6.9806,124.8889,23.53,95,100,0.7,PH,2024-02-01
432,palu,-0.8917,119.8707,24.1,95,86,0.94,ID,2024-02-01
433,ugoofaaru,5.6667,73.0,27.87,76,89,5.09,MV,2024-02-01
434,winnemucca,40.973,-117.7357,7.03,81,100,1.54,US,2024-02-01
435,pangoa,-12.1167,-73.0,23.96,94,100,0.4,PE,2024-02-01
436,belyy yar,53.6039,91.3903,-20.06,92,100,1.0,RU,2024-02-01
437,nantucket,41.2835,-70.0995,4.49,70,100,5.66,US,2024-02-01
438,santa isabel,-23.3156,-46.2214,25.84,88,68,2.57,BR,2024-02-01
439,ust'-uda,54.1742,103.0304,-30.94,100,85,0.41,RU,2024-02-01
440,garissa,-0.4536,39.6401,27.76,65,98,6.27,KE,2024-02-01
441,pacific grove,36.6177,-121.9166,16.9,80,75,5.81,US,2024-02-01
442,san andres,12.5847,-81.7006,28.01,69,20,5.14,CO,2024-02-01
443,trail,49.0998,-117.7022,10.54,94,100,1.12,CA,2024-02-01
444,puerto leguizamo,-0.1934,-74.7819,27.6,81,100,1.19,CO,2024-02-01
445,knyaze-volkonskoye,48.4642,135.4567,-20.81,100,95,1.81,RU,2024-02-01
446,yeppoon,-23.1333,150.7333,22.88,76,30,4.4,AU,2024-02-01
447,west end,26.6833,-78.9667,20.99,55,96,3.88,BS,2024-02-01
448,antofagasta,-23.65,-70.4,23.6,75,11,3.22,CL,2024-02-01
449,fortuna,40.5982,-124.1573,12.59,92,40,8.23,US,2024-02-01
450,linxia chengguanzhen,35.6003,103.2064,-3.17,95,100,1.19,CN,2024-02-01
451,mount isa,-20.7333,139.5,25.87,83,75,3.09,AU,2024-02-01
452,la ronge,55.1001,-105.2842,5.14,60,20,5.14,CA,2024-02-01
453,marathon,44.9,-89.7668,8.58,64,40,7.2,US,2024-02-01
454,hobyo,5.3505,48.5268,25.72,75,74,4.67,SO,2024-02-01
455,iskateley,67.6803,53.1512,-2.77,93,100,7.6,RU,2024-02-01
456,wawa,9.9022,4.4192,28.77,22,67,2.41,NG,2024-02-01
457,brisas de zicatela,15.8369,-97.0419,29.29,61,75,4.63,MX,2024-02-01
458,nyurba,63.2842,118.3319,-26.86,99,100,1.66,RU,2024-02-01
459,rabaul,-4.1967,152.1721,27.01,78,95,2.34,PG,2024-02-01
460,esqueda,30.7167,-109.5833,19.79,35,0,12.74,MX,2024-02-01
461,nova sintra,14.8667,-24.7167,21.46,68,80,3.82,CV,2024-02-01
462,les avirons,-21.2418,55.3394,24.03,88,75,11.32,RE,2024-02-01
463,road town,18.4167,-64.6167,28.05,74,20,1.54,VG,2024-02-01
464,bubaque,11.2833,-15.8333,26.25,72,100,5.5,GW,2024-02-01
465,kodinsk,58.6881,99.1844,-28.09,100,67,0.88,RU,2024-02-01
466,ilhabela,-23.7781,-45.3581,25.14,86,94,1.43,BR,2024-02-01
467,lazaro cardenas,17.9583,-102.2,27.76,68,99,3.23,MX,2024-02-01
468,namsos,64.4662,11.4957,-0.05,86,100,5.66,NO,2024-02-01
469,tralee,52.2704,-9.7026,9.4,97,98,3.46,IE,2024-02-01
470,gharyan,32.1722,13.0203,7.59,59,1,1.78,LY,2024-02-01
471,corbu,44.3833,28.65,1.62,69,0,4.12,RO,2024-02-01
472,peace river,56.2501,-117.286,4.17,81,100,3.09,CA,2024-02-01
473,biloela,-24.4167,150.5,22.59,75,2,3.63,AU,2024-02-01
474,bhinmal,25.0,72.25,16.84,65,53,1.56,IN,2024-02-01
475,pandan,14.0453,124.1694,24.36,83,91,3.95,PH,2024-02-01
476,manistee,44.2445,-86.3242,7.01,77,75,5.66,US,2024-02-01
477,gazojak,41.1875,61.4036,-0.91,56,14,3.13,TM,2024-02-01
478,iquique,-20.2208,-70.1431,24.02,71,57,3.07,CL,2024-02-01
479,ruginoasa,47.25,26.85,-0.58,83,65,2.14,RO,2024-02-01
480,uliastay,47.7417,96.8444,-21.15,68,15,3.14,MN,2024-02-01
481,awjilah,29.1081,21.2869,10.67,51,11,4.01,LY,2024-02-01
482,tomarovka,50.6834,36.2331,1.42,99,100,5.81,RU,2024-02-01
483,huntsville,34.7304,-86.5861,15.15,49,0,0.89,US,2024-02-01
484,bamyan,34.75,67.25,-19.14,71,0,2.36,AF,2024-02-01
485,poronaysk,49.2167,143.1167,-24.64,96,72,1.55,RU,2024-02-01
486,sept-iles,50.2001,-66.3821,-9.76,47,100,2.06,CA,2024-02-01
487,bheramara,24.0232,88.9925,17.94,86,3,1.27,BD,2024-02-01
488,sirsa,29.5333,75.0167,10.92,97,7,3.62,IN,2024-02-01
489,linares,-35.85,-71.6,37.65,9,0,3.85,CL,2024-02-01
490,kachug,53.9606,105.8817,-33.86,100,55,0.45,RU,2024-02-01
491,azemmour,33.2895,-8.3425,13.93,81,0,2.02,MA,2024-02-01
492,lisala,2.15,21.5167,24.34,58,59,0.32,CD,2024-02-01
493,lompoc,34.6391,-120.4579,17.66,67,75,2.68,US,2024-02-01
494,cosala,24.4125,-106.6908,31.09,23,1,3.08,MX,2024-02-01
495,nemuro,43.3236,145.575,-9.08,67,46,6.76,JP,2024-02-01
496,touros,-5.1989,-35.4608,27.41,71,11,5.62,BR,2024-02-01
497,hilton head island,32.2163,-80.7526,17.06,65,0,2.57,US,2024-02-01
498,ebon,4.582,168.6964,28.0,79,100,7.24,MH,2024-02-01
499,berrotaran,-32.451,-64.3887,36.08,20,0,7.06,AR,2024-02-01
500,murghob,38.1702,73.9667,-20.7,58,9,3.6,TJ,2024-02-01
501,greenville,35.6127,-77.3663,14.09,52,0,3.09,US,2024-02-01
502,urangan,-25.3,152.9,22.89,94,2,2.68,AU,2024-02-01
503,kalabo,-14.97,22.6814,22.11,74,52,1.89,ZM,2024-02-01
504,codrington,-38.2667,141.9667,14.94,71,2,3.79,AU,2024-02-01
505,fraserburgh,57.6874,-2.0184,8.95,88,100,5.01,GB,2024-02-01
506,kutum,14.2,24.6667,13.57,24,22,4.85,SD,2024-02-01
507,maridi,4.9158,29.4742,25.96,21,100,1.79,SS,2024-02-01
508,ryotsu-minato,38.0833,138.4333,0.47,64,63,1.47,JP,2024-02-01
509,saudarkrokur,65.7461,-19.6394,2.3,94,100,4.89,IS,2024-02-01
510,aswan,24.0934,32.907,12.61,37,0,4.63,EG,2024-02-01
511,hami,42.8,93.45,-4.5,52,5,2.56,CN,2024-02-01
512,santa terezinha,-29.9002,-50.0904,24.72,73,0,4.28,BR,2024-02-01
513,prado,-17.3411,-39.2208,25.28,81,14,3.49,BR,2024-02-01
514,puerto armuelles,8.2833,-82.8667,31.99,64,96,0.45,PA,2024-02-01
515,north battleford,52.7834,-108.2847,6.34,81,0,4.63,CA,2024-02-01
516,ljusdal,61.8288,16.0913,-2.61,75,48,5.29,SE,2024-02-01
517,vada,51.97,5.6667,4.94,91,100,2.57,NL,2024-02-01
518,orcopampa,-15.2661,-72.3417,15.53,57,95,4.03,PE,2024-02-01
519,hillsboro,45.5229,-122.9898,16.57,65,40,4.12,US,2024-02-01
520,tuy hoa,13.0833,109.3,20.29,92,86,1.61,VN,2024-02-01
521,pelabuhanratu,-6.9875,106.5514,25.75,89,100,0.18,ID,2024-02-01
522,kupino,54.3663,77.2981,-11.25,94,100,2.87,RU,2024-02-01
523,klaksvik,62.2266,-6.589,6.51,97,100,9.49,FO,2024-02-01
524,caleta olivia,-46.4393,-67.5281,29.05,22,89,10.16,AR,2024-02-01
525,andujar,38.0392,-4.0508,13.18,54,27,1.82,ES,2024-02-01
526,yanjiang,30.1211,104.6481,5.6,93,10,2.14,CN,2024-02-01
527,saint-joseph,-21.3667,55.6167,24.21,87,76,8.16,RE,2024-02-01
528,noshiro,40.2039,140.0242,-1.13,68,100,7.47,JP,2024-02-01
529,mao,39.8885,4.2658,12.31,94,0,4.12,ES,2024-02-01
530,upper grand lagoon,30.1633,-85.7408,17.08,53,0,4.63,US,2024-02-01
531,dawson creek,55.7666,-120.2362,1.8,80,0,1.03,CA,2024-02-01
532,la'ie,21.6477,-157.9253,25.03,87,85,0.89,US,2024-02-01
533,tokoroa,-38.2333,175.8667,16.64,93,100,3.33,NZ,2024-02-01
534,novodvinsk,64.4165,40.8122,0.86,83,100,5.61,RU,2024-02-01
535,esquel,-42.9,-71.3167,24.04,33,100,5.42,AR,2024-02-01
536,necochea,-38.5473,-58.7368,28.49,52,11,3.83,AR,2024-02-01
537,kapa'a,22.0752,-159.319,25.26,71,100,1.54,US,2024-02-01
538,tulun,54.5611,100.5792,-21.83,96,100,1.49,RU,2024-02-01
539,kapuskasing,49.4169,-82.4331,-9.95,85,100,6.69,CA,2024-02-01
540,gimcheon,36.1218,128.1198,2.62,69,100,1.54,KR,2024-02-01
541,farnham,51.2143,-0.7959,5.42,78,0,4.63,GB,2024-02-01
542,barrouallie,13.2333,-61.2667,27.79,74,40,0.0,VC,2024-02-01
543,antonio enes,-16.2325,39.9086,26.27,76,100,1.32,MZ,2024-02-01
544,linguaglossa,37.8432,15.1388,9.8,66,24,2.26,IT,2024-02-01
545,ha'il,27.5219,41.6907,8.01,57,40,6.17,SA,2024-02-01
546,umm kaddadah,13.6017,26.6876,15.53,23,1,6.68,SD,2024-02-01
547,musoma,-1.5,33.8,23.01,78,20,0.0,TZ,2024-02-01
548,xam nua,20.4197,104.0439,13.27,66,58,1.36,LA,2024-02-01
549,vredendal,-31.6683,18.5012,28.19,50,1,6.94,ZA,2024-02-01
550,kolonia,50.9333,6.95,6.01,82,0,1.54,DE,2024-02-01
551,marsh harbour,26.5412,-77.0636,20.58,55,98,6.43,BS,2024-02-01
552,az zulfi,26.2995,44.8154,11.57,36,0,6.14,SA,2024-02-01
553,oranjemund,-28.55,16.4333,20.45,85,49,1.92,NA,2024-02-01
554,kumertau,52.7667,55.7833,-14.94,99,98,2.64,RU,2024-02-01
555,basco,20.4487,121.9702,23.65,84,88,7.63,PH,2024-02-01
556,tikhvin,59.6451,33.5294,0.12,94,100,4.7,RU,2024-02-01
557,saint-pierre,-21.3393,55.4781,24.82,94,100,11.83,RE,2024-02-01
558,tura,25.5198,90.2201,13.97,72,3,1.21,IN,2024-02-01
559,vernon,50.2581,-119.2691,7.39,93,100,1.03,CA,2024-02-01
560,muang khong,14.1167,105.85,23.75,65,81,0.61,LA,2024-02-01
561,selizharovo,56.8519,33.4487,-1.43,92,99,4.64,RU,2024-02-01
562,filadelfia,39.9523,-75.1638,9.6,65,75,3.6,US,2024-02-01
563,upington,-28.4478,21.2561,30.21,42,72,8.23,ZA,2024-02-01
564,bel ombre,-4.6167,55.4167,27.91,78,40,3.6,SC,2024-02-01
565,richards bay,-28.783,32.0377,22.12,87,3,2.31,ZA,2024-02-01
566,kalengwa,-13.4659,25.0027,17.52,96,51,1.86,ZM,2024-02-01
567,hotan,37.0997,79.9269,-3.71,86,100,2.26,CN,2024-02-01
568,port lavaca,28.615,-96.6261,24.06,71,40,5.14,US,2024-02-01
569,markaz-e hukumat-e darweshan,31.1323,64.1934,9.68,23,13,2.25,AF,2024-02-01
570,puerto rosario,-24.45,-57.0833,40.1,17,10,3.25,PY,2024-02-01
571,quba,41.3626,48.5152,1.98,58,8,2.15,AZ,2024-02-01
572,farasan,16.7022,42.1183,25.4,73,81,7.03,SA,2024-02-01
573,sandnessjoen,66.0217,12.6316,1.06,75,75,5.14,NO,2024-02-01
574,kosh-agach,50.0,88.6667,-22.61,87,100,2.24,RU,2024-02-01
575,moroni,-11.7022,43.2551,26.34,81,100,0.66,KM,2024-02-01
576,shitanjing,39.2342,106.3439,-4.66,81,100,2.8,CN,2024-02-01
577,guaratuba,-25.8828,-48.5747,26.97,83,52,2.53,BR,2024-02-01
